Row_ID,Store_ID,Store,Date,Weekly_Sales,Holiday_Flag,Holiday_Label,Holiday_Name,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Month_Name,Quarter
38,WMT-001,1,10/22/2010,1345454,0,No Holiday,Non-Holiday,69.86,2.73,211.86,7.84,2010,10,October,4
39,WMT-001,1,10/29/2010,1384209.22,0,No Holiday,Non-Holiday,69.64,2.72,211.91,7.84,2010,10,October,4
40,WMT-001,1,11/5/2010,1551659.28,0,No Holiday,Non-Holiday,58.74,2.69,211.96,7.84,2010,11,November,4
41,WMT-001,1,11/12/2010,1494479.49,0,No Holiday,Non-Holiday,59.61,2.73,212,7.84,2010,11,November,4
42,WMT-001,1,11/19/2010,1483784.18,0,No Holiday,Non-Holiday,51.41,2.77,211.89,7.84,2010,11,November,4
43,WMT-001,1,11/26/2010,1955624.11,1,Holiday,Thanksgiving,64.52,2.73,211.75,7.84,2010,11,November,4
44,WMT-001,1,12/3/2010,1548033.78,0,No Holiday,Non-Holiday,49.27,2.71,211.61,7.84,2010,12,December,4
45,WMT-001,1,12/10/2010,1682614.26,0,No Holiday,Non-Holiday,46.33,2.84,211.47,7.84,2010,12,December,4
46,WMT-001,1,12/17/2010,1891034.93,0,No Holiday,Non-Holiday,49.84,2.87,211.41,7.84,2010,12,December,4
47,WMT-001,1,12/24/2010,2387950.2,0,No Holiday,Non-Holiday,52.33,2.89,211.41,7.84,2010,12,December,4
48,WMT-001,1,12/31/2010,1367320.01,1,Holiday,Christmas,48.43,2.94,211.4,7.84,2010,12,December,4
49,WMT-001,1,1/7/2011,1444732.28,0,No Holiday,Non-Holiday,48.27,2.98,211.4,7.74,2011,1,January,1
50,WMT-001,1,1/14/2011,1391013.96,0,No Holiday,Non-Holiday,35.4,2.98,211.46,7.74,2011,1,January,1
51,WMT-001,1,1/21/2011,1327405.42,0,No Holiday,Non-Holiday,44.04,3.02,211.83,7.74,2011,1,January,1
52,WMT-001,1,1/28/2011,1316899.31,0,No Holiday,Non-Holiday,43.83,3.01,212.2,7.74,2011,1,January,1
53,WMT-001,1,2/4/2011,1606629.58,0,No Holiday,Non-Holiday,42.27,2.99,212.57,7.74,2011,2,February,1
54,WMT-001,1,2/11/2011,1649614.93,1,Holiday,Super Bowl,36.39,3.02,212.94,7.74,2011,2,February,1
55,WMT-001,1,2/18/2011,1686842.78,0,No Holiday,Non-Holiday,57.36,3.04,213.25,7.74,2011,2,February,1
56,WMT-001,1,2/25/2011,1456800.28,0,No Holiday,Non-Holiday,62.9,3.06,213.54,7.74,2011,2,February,1
57,WMT-001,1,3/4/2011,1636263.41,0,No Holiday,Non-Holiday,59.58,3.29,213.82,7.74,2011,3,March,1
58,WMT-001,1,3/11/2011,1553191.63,0,No Holiday,Non-Holiday,53.56,3.46,214.11,7.74,2011,3,March,1
59,WMT-001,1,3/18/2011,1576818.06,0,No Holiday,Non-Holiday,62.76,3.49,214.36,7.74,2011,3,March,1
60,WMT-001,1,3/25/2011,1541102.38,0,No Holiday,Non-Holiday,69.97,3.47,214.6,7.74,2011,3,March,1
61,WMT-001,1,4/1/2011,1495064.75,0,No Holiday,Non-Holiday,59.17,3.52,214.84,7.68,2011,4,April,2
62,WMT-001,1,4/8/2011,1614259.35,0,No Holiday,Non-Holiday,67.84,3.62,215.07,7.68,2011,4,April,2
63,WMT-001,1,4/15/2011,1559889,0,No Holiday,Non-Holiday,71.27,3.74,215.29,7.68,2011,4,April,2
64,WMT-001,1,4/22/2011,1564819.81,0,No Holiday,Non-Holiday,72.99,3.81,215.46,7.68,2011,4,April,2
65,WMT-001,1,4/29/2011,1455090.69,0,No Holiday,Non-Holiday,72.03,3.81,215.63,7.68,2011,4,April,2
66,WMT-001,1,5/6/2011,1629391.28,0,No Holiday,Non-Holiday,64.61,3.91,215.8,7.68,2011,5,May,2
67,WMT-001,1,5/13/2011,1604775.58,0,No Holiday,Non-Holiday,75.64,3.9,215.96,7.68,2011,5,May,2
68,WMT-001,1,5/20/2011,1428218.27,0,No Holiday,Non-Holiday,67.63,3.91,215.73,7.68,2011,5,May,2
69,WMT-001,1,5/27/2011,1466046.67,0,No Holiday,Non-Holiday,77.72,3.79,215.5,7.68,2011,5,May,2
70,WMT-001,1,6/3/2011,1635078.41,0,No Holiday,Non-Holiday,83,3.7,215.27,7.68,2011,6,June,2
71,WMT-001,1,6/10/2011,1588948.32,0,No Holiday,Non-Holiday,83.13,3.65,215.04,7.68,2011,6,June,2
72,WMT-001,1,6/17/2011,1532114.86,0,No Holiday,Non-Holiday,86.41,3.64,215,7.68,2011,6,June,2
73,WMT-001,1,6/24/2011,1438830.15,0,No Holiday,Non-Holiday,83.58,3.59,215.09,7.68,2011,6,June,2
74,WMT-001,1,7/1/2011,1488538.09,0,No Holiday,Non-Holiday,85.55,3.52,215.18,7.96,2011,7,July,3
75,WMT-001,1,7/8/2011,1534849.64,0,No Holiday,Non-Holiday,85.83,3.48,215.28,7.96,2011,7,July,3
76,WMT-001,1,7/15/2011,1455119.97,0,No Holiday,Non-Holiday,88.54,3.58,215.36,7.96,2011,7,July,3
77,WMT-001,1,7/22/2011,1396926.82,0,No Holiday,Non-Holiday,85.77,3.65,215.42,7.96,2011,7,July,3
78,WMT-001,1,7/29/2011,1352219.79,0,No Holiday,Non-Holiday,86.83,3.68,215.48,7.96,2011,7,July,3
79,WMT-001,1,8/5/2011,1624383.75,0,No Holiday,Non-Holiday,91.65,3.68,215.54,7.96,2011,8,August,3
80,WMT-001,1,8/12/2011,1525147.09,0,No Holiday,Non-Holiday,90.76,3.64,215.61,7.96,2011,8,August,3
81,WMT-001,1,8/19/2011,1530761.43,0,No Holiday,Non-Holiday,89.94,3.55,215.67,7.96,2011,8,August,3
82,WMT-001,1,8/26/2011,1464693.46,0,No Holiday,Non-Holiday,87.96,3.52,215.73,7.96,2011,8,August,3
83,WMT-001,1,9/2/2011,1550229.22,0,No Holiday,Non-Holiday,87.83,3.53,215.8,7.96,2011,9,September,3
84,WMT-001,1,9/9/2011,1540471.24,1,Holiday,Labour Day,76,3.55,215.86,7.96,2011,9,September,3
85,WMT-001,1,9/16/2011,1514259.78,0,No Holiday,Non-Holiday,79.94,3.53,216.04,7.96,2011,9,September,3
86,WMT-001,1,9/23/2011,1380020.27,0,No Holiday,Non-Holiday,75.8,3.47,216.38,7.96,2011,9,September,3
87,WMT-001,1,9/30/2011,1394561.83,0,No Holiday,Non-Holiday,79.69,3.36,216.71,7.96,2011,9,September,3
88,WMT-001,1,10/7/2011,1630989.95,0,No Holiday,Non-Holiday,69.31,3.29,217.05,7.87,2011,10,October,4
89,WMT-001,1,10/14/2011,1493525.93,0,No Holiday,Non-Holiday,71.74,3.27,217.36,7.87,2011,10,October,4
90,WMT-001,1,10/21/2011,1502562.78,0,No Holiday,Non-Holiday,63.71,3.35,217.52,7.87,2011,10,October,4
91,WMT-001,1,10/28/2011,1445249.09,0,No Holiday,Non-Holiday,66.57,3.37,217.68,7.87,2011,10,October,4
92,WMT-001,1,11/4/2011,1697229.58,0,No Holiday,Non-Holiday,54.98,3.33,217.84,7.87,2011,11,November,4
93,WMT-001,1,11/11/2011,1594938.89,0,No Holiday,Non-Holiday,59.11,3.3,218,7.87,2011,11,November,4
94,WMT-001,1,11/18/2011,1539483.7,0,No Holiday,Non-Holiday,62.25,3.31,218.22,7.87,2011,11,November,4
95,WMT-001,1,11/25/2011,2033320.66,1,Holiday,Thanksgiving,60.14,3.24,218.47,7.87,2011,11,November,4
96,WMT-001,1,12/2/2011,1584083.95,0,No Holiday,Non-Holiday,48.91,3.17,218.71,7.87,2011,12,December,4
97,WMT-001,1,12/9/2011,1799682.38,0,No Holiday,Non-Holiday,43.93,3.16,218.96,7.87,2011,12,December,4
98,WMT-001,1,12/16/2011,1881176.67,0,No Holiday,Non-Holiday,51.63,3.16,219.18,7.87,2011,12,December,4
99,WMT-001,1,12/23/2011,2270188.99,0,No Holiday,Non-Holiday,47.96,3.11,219.36,7.87,2011,12,December,4
100,WMT-001,1,12/30/2011,1497462.72,1,Holiday,Christmas,44.55,3.13,219.54,7.87,2011,12,December,4
101,WMT-001,1,1/6/2012,1550369.92,0,No Holiday,Non-Holiday,49.01,3.16,219.71,7.35,2012,1,January,1
102,WMT-001,1,1/13/2012,1459601.17,0,No Holiday,Non-Holiday,48.53,3.26,219.89,7.35,2012,1,January,1
103,WMT-001,1,1/20/2012,1394393.84,0,No Holiday,Non-Holiday,54.11,3.27,219.99,7.35,2012,1,January,1
104,WMT-001,1,1/27/2012,1319325.59,0,No Holiday,Non-Holiday,54.26,3.29,220.08,7.35,2012,1,January,1
105,WMT-001,1,2/3/2012,1636339.65,0,No Holiday,Non-Holiday,56.55,3.36,220.17,7.35,2012,2,February,1
106,WMT-001,1,2/10/2012,1802477.43,1,Holiday,Super Bowl,48.02,3.41,220.27,7.35,2012,2,February,1
107,WMT-001,1,2/17/2012,1819870,0,No Holiday,Non-Holiday,45.32,3.51,220.43,7.35,2012,2,February,1
108,WMT-001,1,2/24/2012,1539387.83,0,No Holiday,Non-Holiday,57.25,3.56,220.64,7.35,2012,2,February,1
109,WMT-001,1,3/2/2012,1688420.76,0,No Holiday,Non-Holiday,60.96,3.63,220.85,7.35,2012,3,March,1
110,WMT-001,1,3/9/2012,1675431.16,0,No Holiday,Non-Holiday,58.76,3.67,221.06,7.35,2012,3,March,1
111,WMT-001,1,3/16/2012,1677472.78,0,No Holiday,Non-Holiday,64.74,3.73,221.21,7.35,2012,3,March,1
112,WMT-001,1,3/23/2012,1511068.07,0,No Holiday,Non-Holiday,65.93,3.79,221.29,7.35,2012,3,March,1
113,WMT-001,1,3/30/2012,1649604.63,0,No Holiday,Non-Holiday,67.61,3.85,221.36,7.35,2012,3,March,1
114,WMT-001,1,4/6/2012,1899676.88,0,No Holiday,Non-Holiday,70.43,3.89,221.44,7.14,2012,4,April,2
115,WMT-001,1,4/13/2012,1621031.7,0,No Holiday,Non-Holiday,69.07,3.89,221.51,7.14,2012,4,April,2
116,WMT-001,1,4/20/2012,1521577.87,0,No Holiday,Non-Holiday,66.76,3.88,221.56,7.14,2012,4,April,2
117,WMT-001,1,4/27/2012,1468928.37,0,No Holiday,Non-Holiday,67.23,3.81,221.62,7.14,2012,4,April,2
118,WMT-001,1,5/4/2012,1684519.99,0,No Holiday,Non-Holiday,75.55,3.75,221.67,7.14,2012,5,May,2
119,WMT-001,1,5/11/2012,1611096.05,0,No Holiday,Non-Holiday,73.77,3.69,221.73,7.14,2012,5,May,2
120,WMT-001,1,5/18/2012,1595901.87,0,No Holiday,Non-Holiday,70.33,3.63,221.74,7.14,2012,5,May,2
121,WMT-001,1,5/25/2012,1555444.55,0,No Holiday,Non-Holiday,77.22,3.56,221.74,7.14,2012,5,May,2
122,WMT-001,1,6/1/2012,1624477.58,0,No Holiday,Non-Holiday,77.95,3.5,221.75,7.14,2012,6,June,2
123,WMT-001,1,6/8/2012,1697230.96,0,No Holiday,Non-Holiday,78.3,3.45,221.75,7.14,2012,6,June,2
124,WMT-001,1,6/15/2012,1630607,0,No Holiday,Non-Holiday,79.35,3.39,221.76,7.14,2012,6,June,2
125,WMT-001,1,6/22/2012,1527845.81,0,No Holiday,Non-Holiday,78.39,3.35,221.8,7.14,2012,6,June,2
126,WMT-001,1,6/29/2012,1540421.49,0,No Holiday,Non-Holiday,84.88,3.29,221.84,7.14,2012,6,June,2
127,WMT-001,1,7/6/2012,1769854.16,0,No Holiday,Non-Holiday,81.57,3.23,221.88,6.91,2012,7,July,3
128,WMT-001,1,7/13/2012,1527014.04,0,No Holiday,Non-Holiday,77.12,3.26,221.92,6.91,2012,7,July,3
129,WMT-001,1,7/20/2012,1497954.76,0,No Holiday,Non-Holiday,80.42,3.31,221.93,6.91,2012,7,July,3
130,WMT-001,1,7/27/2012,1439123.71,0,No Holiday,Non-Holiday,82.66,3.41,221.94,6.91,2012,7,July,3
131,WMT-001,1,8/3/2012,1631135.79,0,No Holiday,Non-Holiday,86.11,3.42,221.95,6.91,2012,8,August,3
132,WMT-001,1,8/10/2012,1592409.97,0,No Holiday,Non-Holiday,85.05,3.49,221.96,6.91,2012,8,August,3
133,WMT-001,1,8/17/2012,1597868.05,0,No Holiday,Non-Holiday,84.85,3.57,222.04,6.91,2012,8,August,3
134,WMT-001,1,8/24/2012,1494122.38,0,No Holiday,Non-Holiday,77.66,3.62,222.17,6.91,2012,8,August,3
135,WMT-001,1,8/31/2012,1582083.4,0,No Holiday,Non-Holiday,80.49,3.64,222.31,6.91,2012,8,August,3
136,WMT-001,1,9/7/2012,1661767.33,1,Holiday,Labour Day,83.96,3.73,222.44,6.91,2012,9,September,3
137,WMT-001,1,9/14/2012,1517428.87,0,No Holiday,Non-Holiday,74.97,3.72,222.58,6.91,2012,9,September,3
138,WMT-001,1,9/21/2012,1506126.06,0,No Holiday,Non-Holiday,69.87,3.72,222.78,6.91,2012,9,September,3
139,WMT-001,1,9/28/2012,1437059.26,0,No Holiday,Non-Holiday,76.08,3.67,222.98,6.91,2012,9,September,3
140,WMT-001,1,10/5/2012,1670785.97,0,No Holiday,Non-Holiday,68.55,3.62,223.18,6.57,2012,10,October,4
141,WMT-001,1,10/12/2012,1573072.81,0,No Holiday,Non-Holiday,62.99,3.6,223.38,6.57,2012,10,October,4
142,WMT-001,1,10/19/2012,1508068.77,0,No Holiday,Non-Holiday,67.97,3.59,223.43,6.57,2012,10,October,4
143,WMT-001,1,10/26/2012,1493659.74,0,No Holiday,Non-Holiday,69.16,3.51,223.44,6.57,2012,10,October,4
144,WMT-002,2,2/5/2010,2136989.46,0,No Holiday,Non-Holiday,40.19,2.57,210.75,8.32,2010,2,February,1
145,WMT-002,2,2/12/2010,2137809.5,1,Holiday,Super Bowl,38.49,2.55,210.9,8.32,2010,2,February,1
146,WMT-002,2,2/19/2010,2124451.54,0,No Holiday,Non-Holiday,39.69,2.51,210.95,8.32,2010,2,February,1
147,WMT-002,2,2/26/2010,1865097.27,0,No Holiday,Non-Holiday,46.1,2.56,210.98,8.32,2010,2,February,1
148,WMT-002,2,3/5/2010,1991013.13,0,No Holiday,Non-Holiday,47.17,2.62,211.01,8.32,2010,3,March,1
149,WMT-002,2,3/12/2010,1990483.78,0,No Holiday,Non-Holiday,57.56,2.67,211.04,8.32,2010,3,March,1
150,WMT-002,2,3/19/2010,1946070.88,0,No Holiday,Non-Holiday,54.52,2.72,210.87,8.32,2010,3,March,1
151,WMT-002,2,3/26/2010,1750197.81,0,No Holiday,Non-Holiday,51.26,2.73,210.68,8.32,2010,3,March,1
152,WMT-002,2,4/2/2010,2066187.72,0,No Holiday,Non-Holiday,63.27,2.72,210.48,8.2,2010,4,April,2
153,WMT-002,2,4/9/2010,1954689.21,0,No Holiday,Non-Holiday,65.41,2.77,210.28,8.2,2010,4,April,2
154,WMT-002,2,4/16/2010,1874957.94,0,No Holiday,Non-Holiday,68.07,2.81,210.15,8.2,2010,4,April,2
155,WMT-002,2,4/23/2010,1821990.93,0,No Holiday,Non-Holiday,65.11,2.79,210.1,8.2,2010,4,April,2
156,WMT-002,2,4/30/2010,1802450.29,0,No Holiday,Non-Holiday,66.98,2.78,210.05,8.2,2010,4,April,2
157,WMT-002,2,5/7/2010,2042581.71,0,No Holiday,Non-Holiday,71.28,2.84,210,8.2,2010,5,May,2
158,WMT-002,2,5/14/2010,1880752.36,0,No Holiday,Non-Holiday,73.31,2.85,210,8.2,2010,5,May,2
159,WMT-002,2,5/21/2010,1896937.1,0,No Holiday,Non-Holiday,74.83,2.83,210.28,8.2,2010,5,May,2
160,WMT-002,2,5/28/2010,1957113.89,0,No Holiday,Non-Holiday,81.13,2.76,210.56,8.2,2010,5,May,2
161,WMT-002,2,6/4/2010,2102539.93,0,No Holiday,Non-Holiday,81.81,2.71,210.83,8.2,2010,6,June,2
162,WMT-002,2,6/11/2010,2025538.76,0,No Holiday,Non-Holiday,83.4,2.67,211.11,8.2,2010,6,June,2
163,WMT-002,2,6/18/2010,2001636.96,0,No Holiday,Non-Holiday,85.81,2.64,211.11,8.2,2010,6,June,2
164,WMT-002,2,6/25/2010,1939927.09,0,No Holiday,Non-Holiday,86.26,2.65,211,8.2,2010,6,June,2
165,WMT-002,2,7/2/2010,2003940.64,0,No Holiday,Non-Holiday,82.74,2.67,210.88,8.1,2010,7,July,3
166,WMT-002,2,7/9/2010,1880902.62,0,No Holiday,Non-Holiday,82.59,2.64,210.77,8.1,2010,7,July,3
167,WMT-002,2,7/16/2010,1845879.79,0,No Holiday,Non-Holiday,85.32,2.62,210.76,8.1,2010,7,July,3
168,WMT-002,2,7/23/2010,1781717.71,0,No Holiday,Non-Holiday,87.66,2.61,210.89,8.1,2010,7,July,3
169,WMT-002,2,7/30/2010,1804246.16,0,No Holiday,Non-Holiday,83.49,2.64,211.03,8.1,2010,7,July,3
170,WMT-002,2,8/6/2010,1991909.98,0,No Holiday,Non-Holiday,89.53,2.63,211.16,8.1,2010,8,August,3
171,WMT-002,2,8/13/2010,1895601.05,0,No Holiday,Non-Holiday,89.05,2.69,211.3,8.1,2010,8,August,3
172,WMT-002,2,8/20/2010,1964335.23,0,No Holiday,Non-Holiday,88.7,2.66,211.26,8.1,2010,8,August,3
173,WMT-002,2,8/27/2010,1863840.49,0,No Holiday,Non-Holiday,87.12,2.62,211.22,8.1,2010,8,August,3
174,WMT-002,2,9/3/2010,1904608.09,0,No Holiday,Non-Holiday,81.83,2.58,211.19,8.1,2010,9,September,3
175,WMT-002,2,9/10/2010,1839128.83,1,Holiday,Labour Day,79.09,2.56,211.15,8.1,2010,9,September,3
176,WMT-002,2,9/17/2010,1793903.6,0,No Holiday,Non-Holiday,82.05,2.58,211.18,8.1,2010,9,September,3
177,WMT-002,2,9/24/2010,1724557.22,0,No Holiday,Non-Holiday,81.79,2.62,211.26,8.1,2010,9,September,3
178,WMT-002,2,10/1/2010,1827440.43,0,No Holiday,Non-Holiday,69.24,2.6,211.33,8.16,2010,10,October,4
179,WMT-002,2,10/8/2010,1849921.44,0,No Holiday,Non-Holiday,63.19,2.63,211.4,8.16,2010,10,October,4
180,WMT-002,2,10/15/2010,1794355.49,0,No Holiday,Non-Holiday,65.8,2.72,211.47,8.16,2010,10,October,4
181,WMT-002,2,10/22/2010,1737947.64,0,No Holiday,Non-Holiday,68.5,2.73,211.52,8.16,2010,10,October,4
182,WMT-002,2,10/29/2010,1802755.11,0,No Holiday,Non-Holiday,66.24,2.72,211.57,8.16,2010,10,October,4
183,WMT-002,2,11/5/2010,1939061.41,0,No Holiday,Non-Holiday,57.85,2.69,211.61,8.16,2010,11,November,4
184,WMT-002,2,11/12/2010,1916812.74,0,No Holiday,Non-Holiday,59.69,2.73,211.66,8.16,2010,11,November,4
185,WMT-002,2,11/19/2010,1956739.17,0,No Holiday,Non-Holiday,50.81,2.77,211.55,8.16,2010,11,November,4
186,WMT-002,2,11/26/2010,2658725.29,1,Holiday,Thanksgiving,62.98,2.73,211.41,8.16,2010,11,November,4
187,WMT-002,2,12/3/2010,2015781.27,0,No Holiday,Non-Holiday,49.33,2.71,211.27,8.16,2010,12,December,4
188,WMT-002,2,12/10/2010,2378726.55,0,No Holiday,Non-Holiday,45.5,2.84,211.12,8.16,2010,12,December,4
189,WMT-002,2,12/17/2010,2609166.75,0,No Holiday,Non-Holiday,47.55,2.87,211.06,8.16,2010,12,December,4
190,WMT-002,2,12/24/2010,3436007.68,0,No Holiday,Non-Holiday,49.97,2.89,211.06,8.16,2010,12,December,4
191,WMT-002,2,12/31/2010,1750434.55,1,Holiday,Christmas,47.3,2.94,211.06,8.16,2010,12,December,4
192,WMT-002,2,1/7/2011,1758050.79,0,No Holiday,Non-Holiday,44.69,2.98,211.06,8.03,2011,1,January,1
193,WMT-002,2,1/14/2011,1744193.58,0,No Holiday,Non-Holiday,33.02,2.98,211.12,8.03,2011,1,January,1
194,WMT-002,2,1/21/2011,1751384.9,0,No Holiday,Non-Holiday,41.4,3.02,211.49,8.03,2011,1,January,1
195,WMT-002,2,1/28/2011,1695371.68,0,No Holiday,Non-Holiday,42.83,3.01,211.86,8.03,2011,1,January,1
196,WMT-002,2,2/4/2011,1929346.23,0,No Holiday,Non-Holiday,38.25,2.99,212.22,8.03,2011,2,February,1
197,WMT-002,2,2/11/2011,2168041.61,1,Holiday,Super Bowl,33.19,3.02,212.59,8.03,2011,2,February,1
198,WMT-002,2,2/18/2011,2080884.82,0,No Holiday,Non-Holiday,57.83,3.04,212.9,8.03,2011,2,February,1
199,WMT-002,2,2/25/2011,1833511.08,0,No Holiday,Non-Holiday,60.8,3.06,213.19,8.03,2011,2,February,1
200,WMT-002,2,3/4/2011,1981607.78,0,No Holiday,Non-Holiday,57.77,3.29,213.48,8.03,2011,3,March,1
201,WMT-002,2,3/11/2011,1879107.31,0,No Holiday,Non-Holiday,52.7,3.46,213.76,8.03,2011,3,March,1
202,WMT-002,2,3/18/2011,1902557.66,0,No Holiday,Non-Holiday,62.32,3.49,214.02,8.03,2011,3,March,1
203,WMT-002,2,3/25/2011,1766162.05,0,No Holiday,Non-Holiday,69.42,3.47,214.25,8.03,2011,3,March,1
204,WMT-002,2,4/1/2011,1800171.36,0,No Holiday,Non-Holiday,55.43,3.52,214.49,7.93,2011,4,April,2
205,WMT-002,2,4/8/2011,1847552.61,0,No Holiday,Non-Holiday,67,3.62,214.73,7.93,2011,4,April,2
206,WMT-002,2,4/15/2011,1856467.84,0,No Holiday,Non-Holiday,69.48,3.74,214.94,7.93,2011,4,April,2
207,WMT-002,2,4/22/2011,1886339.6,0,No Holiday,Non-Holiday,69.39,3.81,215.11,7.93,2011,4,April,2
208,WMT-002,2,4/29/2011,1745545.28,0,No Holiday,Non-Holiday,69.21,3.81,215.28,7.93,2011,4,April,2
209,WMT-002,2,5/6/2011,1837743.6,0,No Holiday,Non-Holiday,61.48,3.91,215.44,7.93,2011,5,May,2
210,WMT-002,2,5/13/2011,1838513.07,0,No Holiday,Non-Holiday,74.61,3.9,215.61,7.93,2011,5,May,2
211,WMT-002,2,5/20/2011,1688281.86,0,No Holiday,Non-Holiday,67.14,3.91,215.38,7.93,2011,5,May,2
212,WMT-002,2,5/27/2011,1797732.56,0,No Holiday,Non-Holiday,76.42,3.79,215.15,7.93,2011,5,May,2
213,WMT-002,2,6/3/2011,1933756.21,0,No Holiday,Non-Holiday,83.07,3.7,214.93,7.93,2011,6,June,2
214,WMT-002,2,6/10/2011,1929153.16,0,No Holiday,Non-Holiday,83.4,3.65,214.7,7.93,2011,6,June,2
215,WMT-002,2,6/17/2011,1953771.99,0,No Holiday,Non-Holiday,86.53,3.64,214.65,7.93,2011,6,June,2
216,WMT-002,2,6/24/2011,1790925.8,0,No Holiday,Non-Holiday,85.17,3.59,214.74,7.93,2011,6,June,2
